Date,Open,High,Low,Close,Adj Close,Volume
02-01-2013,19.779285,19.821428,19.343929,19.608213,16.837118,560518000
03-01-2013,19.567142,19.631071,19.321428,19.360714,16.624596,352965200
04-01-2013,19.1775,19.236786,18.779642,18.821428,16.161518,594333600
07-01-2013,18.642857,18.90357,18.4,18.710714,16.066458,484156400
08-01-2013,18.900356,18.996071,18.616072,18.76107,16.109694,458707200
09-01-2013,18.660713,18.750357,18.428213,18.467857,15.857919,407604400
10-01-2013,18.876785,18.882856,18.411428,18.696787,16.054499,601146000
11-01-2013,18.607143,18.761429,18.536428,18.582144,15.956058,350506800
14-01-2013,17.952856,18.125,17.803928,17.919643,15.387183,734207600
15-01-2013,17.796429,17.821072,17.263571,17.354286,14.901726,876772400
16-01-2013,17.665714,18.194286,17.589287,18.074642,15.520276,690804800
17-01-2013,18.225357,18.241072,17.929644,17.952856,15.415704,453678400
18-01-2013,17.804285,17.936428,17.728571,17.857143,15.333516,472922800
22-01-2013,18.02,18.138571,17.736786,18.0275,15.479801,461546400
23-01-2013,18.171785,18.3925,18.0275,18.3575,15.76316,861509600
24-01-2013,16.428572,16.633215,16.080357,16.089287,13.815495,1460852400
25-01-2013,16.131786,16.293928,15.535714,15.71,13.489813,1208026400
28-01-2013,15.636786,16.186071,15.566429,16.065357,13.79495,785517600
29-01-2013,16.375,16.435715,16.147142,16.366785,14.053779,571158000
30-01-2013,16.321428,16.521429,16.232143,16.315357,14.009618,417155200
31-01-2013,16.320715,16.402857,16.249287,16.2675,13.968524,319334400
01-02-2013,16.396786,16.41,16.012501,16.200714,13.911177,539484400
04-02-2013,16.211071,16.283571,15.785714,15.797143,13.564639,477117200
05-02-2013,15.858929,16.419287,15.793571,16.351429,14.040592,573347600
06-02-2013,16.3025,16.660713,16.16357,16.333929,14.025564,593706400
07-02-2013,16.544643,16.785713,16.218571,16.722143,14.4426,704580800
08-02-2013,16.928572,17.100357,16.723213,16.963572,14.651123,633158400
11-02-2013,17.017857,17.319286,16.901787,17.140356,14.803802,517490400
12-02-2013,17.125357,17.227858,16.705,16.710714,14.432731,609053200
13-02-2013,16.686071,16.915714,16.543571,16.678928,14.405276,475207600
14-02-2013,16.59,16.844286,16.572144,16.663929,14.392323,355275200
15-02-2013,16.744642,16.79143,16.425714,16.434286,14.193984,391745200
19-02-2013,16.467857,16.526072,16.208929,16.428213,14.188739,435783600
20-02-2013,16.346071,16.346071,16.02857,16.030357,13.845119,476302400
21-02-2013,15.928571,16.041786,15.815,15.930714,13.759058,447182400
22-02-2013,16.044643,16.128571,15.95,16.100357,13.905577,330654800
25-02-2013,16.208929,16.254286,15.806071,15.814286,13.6585,372579200
26-02-2013,15.850714,16.126429,15.630714,16.034643,13.848819,501499600
27-02-2013,16.015356,16.158571,15.7375,15.8775,13.713099,587350400
28-02-2013,15.858929,15.995357,15.764286,15.764286,13.615318,322515200
01-03-2013,15.642857,15.649286,15.356429,15.373929,13.278173,552448400
04-03-2013,15.278571,15.292857,14.964286,15.001786,12.956761,582755600
05-03-2013,15.052857,15.5425,15.026786,15.397857,13.298838,638433600
06-03-2013,15.518214,15.544643,15.158214,15.202143,13.129804,460250000
07-03-2013,15.160714,15.428929,15.037857,15.377857,13.281566,468473600
08-03-2013,15.35,15.551071,15.3075,15.418571,13.316732,391482000
11-03-2013,15.348214,15.678929,15.183571,15.638214,13.506432,474236000
12-03-2013,15.557143,15.674286,15.270357,15.301071,13.215246,465911600
13-03-2013,15.301786,15.517857,15.191429,15.298214,13.212783,405549200
14-03-2013,15.458214,15.522857,15.373214,15.446429,13.340788,303875600
15-03-2013,15.640357,15.865357,15.616071,15.845,13.685027,643960800
18-03-2013,15.766071,16.337856,15.757143,16.275715,14.057027,606197200
19-03-2013,16.410713,16.463215,16.017857,16.231787,14.019086,526775200
20-03-2013,16.33643,16.343929,16.056786,16.145714,13.944748,308660800
21-03-2013,16.079287,16.356428,16.075001,16.168928,13.964796,383255600
22-03-2013,16.235001,16.503571,16.182501,16.496786,14.247959,395105200
25-03-2013,16.596071,16.78393,16.492144,16.556429,14.299475,501135600
26-03-2013,16.622856,16.637142,16.4475,16.469286,14.224215,294294000
27-03-2013,16.302143,16.314285,16.0975,16.145714,13.944748,331237200
28-03-2013,16.065001,16.136429,15.772143,15.809286,13.654184,442839600
01-04-2013,15.782143,15.846429,15.276429,15.318214,13.23005,389732000
02-04-2013,15.271429,15.647857,15.228571,15.349643,13.257196,529519200
03-04-2013,15.406071,15.617143,15.368214,15.428214,13.325056,363216000
04-04-2013,15.491429,15.535714,15.1875,15.275714,13.193345,358447600
05-04-2013,15.160714,15.176786,14.988571,15.114286,13.053925,383695200
08-04-2013,15.173214,15.267857,15.088929,15.221786,13.146769,300829200
09-04-2013,15.227143,15.303571,15.098214,15.249286,13.170521,306614000
10-04-2013,15.289286,15.609286,15.214643,15.560357,13.439188,375928000
11-04-2013,15.49,15.6425,15.4,15.511786,13.397236,328364400
12-04-2013,15.505357,15.505357,15.324643,15.35,13.257505,238613200
15-04-2013,15.25,15.281786,14.983929,14.994643,12.95059,317520000
16-04-2013,15.056071,15.236071,15.020357,15.222857,13.147695,305771200
17-04-2013,15.009643,15.021429,14.218214,14.385714,12.424668,945056000
18-04-2013,14.463929,14.4925,13.919286,14.001786,12.093079,666299200
19-04-2013,13.856071,14.271429,13.753571,13.9475,12.046195,609274400
22-04-2013,14.022857,14.364286,13.973929,14.238214,12.297277,429920400
23-04-2013,14.428214,14.585,14.243214,14.504643,12.527388,664238400
24-04-2013,14.055,14.830357,14.017857,14.480714,12.506717,969651200
25-04-2013,14.686786,14.783571,14.535714,14.585,12.596788,384837600
26-04-2013,14.636071,14.956071,14.580357,14.9,12.868848,764097600
29-04-2013,15.016071,15.486429,15,15.361429,13.267376,640326400
30-04-2013,15.539286,15.901786,15.431071,15.813571,13.657883,691538400
01-05-2013,15.873571,15.890357,15.513929,15.688929,13.550233,506909200
02-05-2013,15.777857,16.02107,15.736786,15.911429,13.742403,421828400
03-05-2013,16.118214,16.186787,16.041071,16.070715,13.879974,361300800
06-05-2013,16.275356,16.507143,16.225357,16.45393,14.210951,496641600
07-05-2013,16.606071,16.633928,16.203571,16.380714,14.147716,483753200
08-05-2013,16.394285,16.620358,16.278929,16.565714,14.307493,472598000
09-05-2013,16.421785,16.535713,16.270714,16.313213,14.182675,398487600
10-05-2013,16.356071,16.418215,16.088572,16.1775,14.064686,334852000
13-05-2013,16.125357,16.353571,16.125,16.240713,14.11964,316948800
14-05-2013,16.208929,16.257143,15.791071,15.852143,13.781822,447118000
15-05-2013,15.684286,15.75,15.084286,15.316071,13.315761,741613600
16-05-2013,15.115714,15.6375,14.960714,15.520714,13.493675,603204000
17-05-2013,15.680357,15.7175,15.393214,15.473571,13.45269,427904400
20-05-2013,15.425357,15.921429,15.360714,15.818929,13.752944,451578400
21-05-2013,15.648214,15.91,15.507143,15.702143,13.65141,456022000
22-05-2013,15.858929,16.012501,15.650714,15.7625,13.703888,443038400
23-05-2013,15.569643,15.934286,15.563929,15.790714,13.728413,353021200
24-05-2013,15.744643,15.916429,15.727143,15.898214,13.821874,276166800
28-05-2013,16.067858,16.111071,15.744643,15.765714,13.70668,386145200
29-05-2013,15.714286,15.982143,15.692857,15.891071,13.815666,330576400
30-05-2013,15.916071,16.232143,15.875357,16.127857,14.02153,353519600
31-05-2013,16.160713,16.325001,16.053572,16.061787,13.964087,384302800
03-06-2013,16.0975,16.155714,15.802857,16.097143,13.994825,372352400
04-06-2013,16.186428,16.229643,15.978214,16.046785,13.951038,292728800
05-06-2013,15.916071,16.097143,15.846786,15.896786,13.820634,290589600
06-06-2013,15.909643,15.964286,15.501786,15.659286,13.614149,416934000
07-06-2013,15.589286,15.83,15.456071,15.778929,13.718166,404535600
10-06-2013,15.883214,16.03857,15.6,15.674643,13.627501,450153200
11-06-2013,15.562143,15.812857,15.475714,15.628571,13.587449,286112400
12-06-2013,15.696429,15.758929,15.410714,15.435357,13.419467,265227200
13-06-2013,15.446429,15.612143,15.3125,15.57,13.536531,285832400
14-06-2013,15.55,15.581786,15.303571,15.358929,13.353023,271866000
17-06-2013,15.408571,15.560714,15.37,15.428571,13.413568,259414400
18-06-2013,15.412857,15.532143,15.364643,15.420357,13.406432,195025600
19-06-2013,15.407143,15.416429,15.107143,15.107143,13.13412,310940000
20-06-2013,14.975,15.213571,14.8275,14.887143,12.942852,357310800
21-06-2013,14.946071,15,14.575,14.767857,12.839146,481118400
24-06-2013,14.55,14.595,14.216071,14.376429,12.498837,480746000
25-06-2013,14.489286,14.563929,14.243929,14.379643,12.501633,314162800
26-06-2013,14.425,14.456786,14.130714,14.216786,12.360044,367724000
27-06-2013,14.258929,14.335357,14.055,14.063571,12.226842,337246000
28-06-2013,13.977143,14.295357,13.888214,14.161786,12.312229,578516400
01-07-2013,14.381786,14.723929,14.329286,14.615,12.706251,391053600
02-07-2013,14.641429,15.058214,14.623929,14.946071,12.994083,469865200
03-07-2013,15.030714,15.106429,14.908929,15.028571,13.06581,240928800
05-07-2013,15.013929,15.1175,14.833929,14.907857,12.960861,274024800
08-07-2013,15.003929,15.035714,14.666071,14.823214,12.887271,298138400
09-07-2013,14.771429,15.125,14.656429,15.083929,13.113935,352584400
10-07-2013,14.985714,15.171429,14.9375,15.026071,13.063635,281405600
11-07-2013,15.105357,15.294643,15.041786,15.260357,13.267323,326292400
12-07-2013,15.273214,15.349643,15.121786,15.2325,13.243104,279563200
15-07-2013,15.178929,15.409286,15.171429,15.265714,13.27198,241917200
16-07-2013,15.232857,15.3825,15.148929,15.364286,13.357677,216538000
17-07-2013,15.346429,15.436429,15.293571,15.368214,13.361091,198990400
18-07-2013,15.477857,15.531071,15.378929,15.42,13.406115,218878800
19-07-2013,15.467857,15.499286,15.155357,15.176786,13.194667,268721600
22-07-2013,15.337857,15.348214,15.195357,15.225357,13.236896,207796400
23-07-2013,15.214286,15.248571,14.953929,14.963929,13.009609,369395600
24-07-2013,15.676071,15.878214,15.545,15.7325,13.677802,591936800
25-07-2013,15.739286,15.764286,15.564643,15.660714,13.615393,229493600
26-07-2013,15.546429,15.751429,15.512143,15.749643,13.692706,200152400
